season,game_id,period,team,teamCode,shooterName,shotType,xCordAdjusted,yCordAdjusted,shotDistance,shotAngleAdjusted,shotRebound,shotRush,shotOnEmptyNet,homeSkatersOnIce,awaySkatersOnIce,goal
2022,20133,1,HOME,CAR,Player107,SLAP,54.2,20.2,40.3,30.1,0,0,0,4,5,0
2022,20516,2,HOME,VGK,Player108,SNAP,71.4,9.5,20.0,28.3,0,0,0,5,5,0
2023,20012,2,AWAY,PIT,Player109,WRIST,83.0,-12.8,14.1,64.9,0,0,0,5,5,0
2023,20568,3,HOME,TOR,Player110,SNAP,82.3,-9.8,11.9,55.5,0,0,0,4,5,0
2023,20734,3,AWAY,VGK,Player111,BACKHAND,85.9,2.5,4.0,39.1,0,0,0,5,5,0
2023,20663,2,AWAY,BOS,Player112,WRIST,77.1,19.7,23.0,58.8,0,0,0,5,5,0
2023,20006,2,HOME,BOS,Player113,SNAP,86.3,-12.4,12.7,77.6,0,1,0,5,4,0
2023,21258,1,AWAY,BOS,Player114,SNAP,82.6,5.3,8.3,39.9,0,0,0,5,5,0
2022,20910,3,HOME,PIT,Player115,SLAP,77.8,3.8,11.8,18.6,0,0,0,5,5,1
2022,20167,3,AWAY,COL,Player116,WRIST,24.5,-26.2,69.7,22.1,0,0,0,5,5,0
2023,20831,3,HOME,MTL,Player117,WRIST,77.0,4.1,12.7,19.0,0,0,0,5,5,0
2023,20861,1,AWAY,TBL,Player118,WRIST,50.1,-14.4,41.4,20.3,0,0,0,5,5,0
2022,20696,3,HOME,BOS,Player119,SLAP,72.0,47.9,50.9,70.4,0,0,0,5,5,0
2022,20342,2,HOME,TOR,Player120,WRIST,80.9,21.2,22.7,69.1,0,0,0,5,5,0
2023,20241,3,AWAY,TBL,Player121,SLAP,58.7,16.9,34.7,29.2,0,0,0,5,5,0
2023,20914,2,HOME,EDM,Player122,BACKHAND,82.4,7.0,9.6,46.8,0,0,0,5,5,0
2022,20141,1,AWAY,BOS,Player123,SNAP,73.7,6.5,16.6,23.0,0,0,0,4,5,0
2022,20660,2,HOME,TBL,Player124,SNAP,70.5,-14.0,23.2,37.1,0,0,0,5,5,0
2022,20371,1,HOME,EDM,Player125,SNAP,81.0,6.3,10.1,38.3,0,0,0,5,5,0
2022,20915,2,AWAY,CAR,Player126,WRIST,83.1,8.7,10.5,55.8,0,0,0,5,5,0
2023,20427,2,AWAY,PIT,Player127,DEFLECTED,26.4,-18.5,65.3,16.4,0,0,0,5,4,0
2023,20477,1,HOME,TOR,Player128,WRIST,75.1,42.0,44.2,71.7,0,0,0,5,5,0
2022,20218,3,HOME,CAR,Player129,SNAP,79.3,-18.1,20.6,61.7,0,0,0,5,5,1
2022,20814,2,AWAY,VGK,Player130,WRIST,80.2,-3.2,9.3,20.2,0,0,0,5,5,0
2022,20869,3,AWAY,NYR,Player131,WRIST,80.6,21.6,23.1,68.8,0,0,0,5,5,0
2023,21189,1,HOME,TBL,Player132,WRIST,83.5,-7.7,9.5,54.5,0,0,0,5,5,1
2023,20150,2,AWAY,PIT,Player133,WRIST,76.2,-12.7,18.0,44.7,0,1,0,5,5,0
2023,20480,3,HOME,VGK,Player134,WRIST,74.0,-15.6,21.6,46.2,0,0,0,5,5,0
2023,20415,3,HOME,CAR,Player135,WRIST,83.3,22.9,23.6,76.1,0,0,0,5,5,0
2023,20594,3,AWAY,PIT,Player136,SLAP,80.9,10.5,13.2,52.3,0,0,0,5,5,0
2022,20651,2,AWAY,CAR,Player137,BACKHAND,57.1,-13.5,34.7,22.9,0,0,0,5,5,0
2023,21227,2,HOME,PIT,Player138,WRIST,45.6,17.1,46.6,21.4,0,1,0,6,6,0
2022,20547,1,AWAY,TOR,Player139,WRIST,78.8,-12.8,16.4,51.3,0,0,0,5,6,0
2023,20760,2,HOME,MTL,Player140,WRIST,69.4,-14.4,24.3,36.2,0,0,0,5,5,0
2023,20860,1,HOME,BOS,Player141,WRIST,82.8,-13.6,15.0,65.7,0,1,0,5,5,0
2022,20310,2,HOME,CAR,Player142,DEFLECTED,70.5,-15.9,24.4,40.8,0,1,0,4,5,0
2023,20057,1,HOME,EDM,Player143,SNAP,53.0,-31.5,47.8,41.2,0,0,0,5,5,0
2022,20158,2,HOME,BOS,Player144,WRIST,76.2,-6.3,14.3,26.4,0,0,0,4,5,0
2023,20815,1,HOME,TOR,Player145,SLAP,87.7,-12.5,12.5,84.1,1,1,0,5,4,0
2022,20724,3,AWAY,NYR,Player146,WRAP-AROUND,72.7,-9.1,18.6,29.1,0,0,1,5,5,0
2023,20875,3,HOME,MTL,Player147,BACKHAND,78.4,12.8,16.6,50.5,0,0,0,5,5,0
2023,20730,1,AWAY,CAR,Player148,BACKHAND,79.1,-22.5,24.6,66.3,0,0,0,5,5,0
2022,21265,1,HOME,TBL,Player149,DEFLECTED,80.1,20.3,22.2,66.3,0,0,0,5,5,0
2022,20916,2,AWAY,BOS,Player150,TIP-IN,86.8,-3.4,4.0,57.5,0,0,0,5,5,0
2023,20938,2,AWAY,CAR,Player151,WRIST,48.7,-14.9,42.9,20.3,0,0,0,5,5,0
2022,20701,2,HOME,EDM,Player152,SLAP,80.6,14.1,16.4,59.3,0,0,0,5,5,0
2023,20316,2,HOME,COL,Player153,SNAP,86.2,19.6,19.8,81.9,0,0,0,5,5,1
2023,21236,1,AWAY,NYR,Player154,WRIST,88.1,-14.1,14.2,86.3,0,1,0,5,5,0
2023,20449,3,AWAY,BOS,Player155,WRIST,52.1,-24.5,44.3,33.5,0,1,0,5,5,0
2023,20226,2,HOME,COL,Player156,WRIST,70.5,-34.4,39.0,61.7,1,0,0,5,5,0
2023,20207,2,HOME,TOR,Player157,SNAP,70.4,-13.1,22.7,35.2,0,0,0,5,5,0
2022,20892,3,HOME,MTL,Player158,WRIST,61.4,9.5,29.2,19.0,0,1,0,3,5,0
2023,20581,2,AWAY,EDM,Player159,WRIST,67.0,-12.6,25.4,29.7,1,0,0,5,5,0
2023,20677,2,HOME,VGK,Player160,WRIST,81.3,9.3,12.1,50.3,0,0,0,3,5,0
2023,20508,2,AWAY,NYR,Player161,WRIST,71.2,-1.2,17.8,3.7,0,0,0,5,5,0
2022,20407,3,AWAY,PIT,Player162,WRIST,39.6,13.3,51.2,15.1,0,0,0,5,5,0
2023,20898,1,AWAY,NYR,Player163,TIP-IN,59.9,-9.2,30.5,17.6,0,0,0,5,5,0
2023,20593,1,AWAY,CAR,Player164,WRIST,18.3,-33.1,78.0,25.1,0,0,0,5,5,0
2022,20919,3,AWAY,BOS,Player165,SLAP,70.6,24.6,30.8,53.2,0,0,0,5,3,0
2022,20735,1,HOME,EDM,Player166,WRIST,82.2,0.6,6.8,4.8,0,0,0,5,5,0
2023,20376,2,AWAY,BOS,Player167,WRIST,66.7,-17.4,28.2,38.0,0,0,0,5,5,0
2022,20918,2,HOME,MTL,Player168,SLAP,77.8,14.5,18.3,52.3,0,0,0,5,5,0
2023,20408,2,HOME,TBL,Player169,WRIST,83.9,-4.2,6.6,39.5,0,0,0,5,5,0
2023,20938,1,AWAY,COL,Player170,TIP-IN,84.0,4.2,6.5,39.6,0,0,0,5,5,0
2023,20445,1,AWAY,COL,Player171,WRAP-AROUND,72.3,-40.1,43.4,67.3,0,0,0,5,5,0
2023,20665,2,HOME,COL,Player172,BACKHAND,64.7,-28.4,37.3,49.5,0,0,0,6,5,0
2023,21217,1,HOME,VGK,Player173,BACKHAND,79.3,5.5,11.2,29.6,0,0,0,5,5,0
2023,20887,2,AWAY,TOR,Player174,BACKHAND,84.2,-15.8,16.5,73.1,0,0,0,3,5,0
2023,20929,3,HOME,MTL,Player175,WRIST,73.0,10.5,19.2,33.4,0,0,0,5,5,0
2023,20657,2,HOME,PIT,Player176,WRIST,72.8,27.6,32.0,59.5,0,0,0,5,5,0
2023,20284,2,HOME,EDM,Player177,WRIST,71.4,17.7,25.0,45.1,0,0,0,5,5,0
2023,20451,1,AWAY,VGK,Player178,WRIST,43.7,-22.8,50.7,26.7,0,0,0,5,5,0
2022,20002,2,AWAY,NYR,Player179,SNAP,81.3,-13.6,15.6,60.3,0,1,0,5,5,0
2022,20224,1,HOME,MTL,Player180,TIP-IN,65.1,49.8,55.3,64.4,0,1,0,5,5,0
2023,20894,3,HOME,CAR,Player181,WRIST,79.1,33.3,34.7,73.5,0,0,0,5,5,0
2022,20758,3,HOME,MTL,Player182,WRIST,72.6,-17.9,24.3,47.4,0,0,0,5,5,0
2023,20260,3,HOME,CAR,Player183,DEFLECTED,78.6,-20.4,22.9,62.9,0,0,0,5,5,0
2023,21223,2,HOME,COL,Player184,SNAP,66.6,-20.3,30.3,42.2,0,0,0,5,5,1
2023,20532,2,HOME,PIT,Player185,SNAP,72.1,-32.7,36.8,62.7,0,1,0,5,5,0
2023,20690,3,HOME,MTL,Player186,WRIST,86.1,17.4,17.6,80.7,0,1,0,5,5,0
2022,21291,1,HOME,MTL,Player187,DEFLECTED,73.8,-4.3,15.8,15.9,0,0,0,5,5,0
2022,21104,2,AWAY,TOR,Player188,WRIST,82.5,16.7,17.9,68.7,0,0,0,5,4,0
2022,20258,2,AWAY,BOS,Player189,SNAP,81.2,14.4,16.4,61.7,0,0,0,5,5,0
2022,21090,1,HOME,MTL,Player190,WRIST,55.7,-18.1,37.9,28.5,0,0,0,5,5,0
2023,20722,2,HOME,EDM,Player191,WRIST,58.3,12.9,33.3,22.7,0,0,0,5,5,0
2022,20519,3,HOME,EDM,Player192,WRIST,83.8,-1.2,5.3,12.7,0,0,0,5,5,1
2023,20677,3,AWAY,EDM,Player193,TIP-IN,75.4,6.3,14.9,24.8,0,0,0,5,5,0
2022,20745,1,HOME,MTL,Player194,DEFLECTED,86.5,-8.1,8.5,73.2,0,0,0,5,5,0
2023,20705,3,AWAY,CAR,Player195,WRIST,71.1,-3.8,18.3,11.9,1,0,0,4,5,0
2023,20301,3,AWAY,TBL,Player196,BACKHAND,75.3,-8.2,15.9,30.9,0,0,0,5,6,0
2022,20647,1,AWAY,CAR,Player197,WRIST,80.5,9.0,12.4,46.6,0,1,0,4,5,0
2022,20122,3,HOME,CAR,Player198,WRIST,74.2,27.7,31.4,62.0,0,0,0,5,4,0
2023,20866,3,HOME,VGK,Player199,TIP-IN,80.2,-12.9,15.6,55.9,0,0,0,5,4,0
2022,20473,1,HOME,BOS,Player200,SNAP,68.6,13.0,24.2,32.5,0,0,0,5,5,0
2023,20301,1,HOME,EDM,Player201,SNAP,84.9,-17.6,18.1,77.0,0,0,0,4,5,0
2022,20445,2,HOME,MTL,Player202,BACKHAND,59.6,-11.2,31.5,20.9,0,0,0,5,5,0
2022,20646,1,HOME,EDM,Player203,TIP-IN,59.9,9.6,30.7,18.2,0,0,0,5,5,0
2023,20138,2,HOME,NYR,Player204,WRIST,71.9,-3.8,17.5,12.5,0,0,0,6,4,0
2022,20775,2,HOME,COL,Player205,WRIST,78.8,-25.8,27.7,68.4,0,0,0,5,5,0
2022,20544,1,AWAY,VGK,Player206,WRIST,77.1,20.3,23.5,59.5,0,0,0,5,5,0
2022,20507,3,HOME,COL,Player207,SNAP,63.6,-42.0,49.1,58.9,0,0,0,5,5,0
2022,20132,2,AWAY,CAR,Player208,WRIST,86.8,-11.9,12.1,79.7,0,0,0,6,5,0
2023,20568,2,AWAY,VGK,Player209,WRIST,65.0,-3.3,24.2,7.9,0,0,0,5,5,0
2022,20772,2,HOME,EDM,Player210,DEFLECTED,79.1,-18.4,20.9,61.7,0,1,0,5,5,0
2022,20145,1,AWAY,TBL,Player211,WRIST,72.7,-8.8,18.5,28.3,0,0,0,5,5,0
2022,20649,2,AWAY,TOR,Player212,BACKHAND,53.3,54.9,65.5,57.0,0,0,0,4,5,0
2023,20807,1,HOME,MTL,Player213,SLAP,82.3,25.0,25.9,75.0,0,1,0,5,5,0
2023,20704,1,HOME,CAR,Player214,WRIST,70.1,-35.7,40.4,62.0,0,0,0,5,5,0
2023,20370,2,AWAY,PIT,Player215,SLAP,56.2,-25.9,41.8,38.3,0,1,0,5,5,0
2023,20695,3,AWAY,TOR,Player216,WRIST,67.0,13.2,25.7,31.0,0,0,0,5,5,0
2022,20785,1,AWAY,PIT,Player217,WRIST,65.2,-11.6,26.4,25.9,0,0,0,5,4,0
2022,20170,1,HOME,TBL,Player218,WRIST,81.7,9.6,12.1,53.1,0,0,0,5,5,0
2023,20724,2,AWAY,PIT,Player219,SNAP,84.3,12.3,13.2,69.0,0,0,0,5,5,0
2023,20175,3,AWAY,BOS,Player220,WRIST,68.7,10.1,22.7,26.3,0,0,0,5,5,0
2022,20159,3,HOME,EDM,Player221,WRIST,87.0,4.8,5.2,66.8,1,0,0,4,5,0
2023,20470,2,HOME,MTL,Player222,DEFLECTED,52.2,4.5,37.1,7.0,1,0,0,5,5,0
2022,21253,3,AWAY,PIT,Player223,TIP-IN,52.9,-43.7,56.7,50.5,0,0,0,5,5,0
2022,20720,3,AWAY,COL,Player224,WRIST,81.2,2.9,8.3,20.6,0,0,0,5,5,0
2023,20675,1,HOME,TOR,Player225,WRIST,68.2,-19.9,28.8,43.8,0,0,0,5,5,0
2023,20328,1,HOME,NYR,Player226,WRIST,62.0,-27.5,38.5,45.6,0,0,0,5,5,0
2023,20948,2,HOME,VGK,Player227,WRIST,84.5,13.3,14.1,71.5,1,0,0,5,5,0
2023,20017,1,HOME,PIT,Player228,TIP-IN,78.1,-5.7,12.3,27.6,0,0,0,5,3,0
2023,20042,1,AWAY,NYR,Player229,WRIST,82.5,-0.9,6.6,8.0,0,0,0,5,5,0
2023,21218,1,HOME,CAR,Player230,WRIST,65.9,21.2,31.3,42.6,0,0,0,5,5,0
2022,20623,3,AWAY,MTL,Player231,SNAP,76.3,-16.4,20.7,52.3,0,0,0,4,6,0
2022,20898,3,AWAY,BOS,Player232,WRIST,75.7,24.4,27.8,61.3,0,0,0,5,5,0
2023,20435,3,AWAY,BOS,Player233,SLAP,79.5,-7.4,12.1,38.1,0,0,0,6,5,0
2023,21188,1,AWAY,CAR,Player234,WRAP-AROUND,83.4,21.4,22.1,75.4,0,0,0,5,5,0
2022,20542,1,HOME,TOR,Player235,WRIST,60.6,26.0,38.5,42.5,0,0,0,5,5,0
2023,21032,3,AWAY,PIT,Player236,WRIST,80.7,20.3,21.9,67.9,0,0,0,5,5,0
2023,20832,1,AWAY,TOR,Player237,WRIST,73.2,29.9,33.8,62.2,0,0,0,4,5,0
2023,21146,2,AWAY,MTL,Player238,WRIST,81.0,-42.0,42.7,79.2,0,0,0,5,5,0
2022,20595,1,HOME,COL,Player239,WRIST,70.6,15.4,24.0,39.9,0,0,0,5,5,0
2023,20275,1,AWAY,TBL,Player240,WRAP-AROUND,74.3,-26.5,30.3,60.9,0,0,0,5,5,0
2022,20853,3,HOME,EDM,Player241,WRIST,66.2,31.4,38.8,54.0,0,0,0,5,5,0
2022,20807,1,HOME,EDM,Player242,DEFLECTED,59.5,-22.8,37.3,37.7,0,0,0,5,5,0
2023,20278,3,AWAY,MTL,Player243,WRIST,63.8,-38.3,45.8,56.6,0,0,0,5,5,0
2023,21297,2,AWAY,NYR,Player244,WRIST,74.4,18.2,23.3,51.2,0,0,0,5,5,0
2022,20447,1,HOME,MTL,Player245,TIP-IN,80.9,-17.0,18.9,64.5,0,0,0,5,5,0
2022,20744,2,HOME,CAR,Player246,WRIST,71.3,-67.3,69.6,75.2,0,0,0,5,5,0
2023,20737,1,AWAY,NYR,Player247,WRIST,66.8,-8.9,23.9,21.7,0,0,0,5,5,0
2022,20198,3,AWAY,TOR,Player248,SNAP,63.1,-16.5,30.7,32.5,0,0,0,5,4,0
2022,20981,2,AWAY,MTL,Player249,WRIST,78.4,63.0,63.9,80.5,0,0,0,5,5,0
2022,21229,3,HOME,NYR,Player0,DEFLECTED,86.5,0.7,2.6,16.8,0,0,1,5,4,1
2023,21157,3,HOME,MTL,Player1,WRIST,84.1,16.2,16.9,73.3,0,0,0,5,5,0
2022,20716,3,HOME,VGK,Player2,TIP-IN,86.3,-1.2,3.0,24.9,0,0,0,5,5,0
2023,20739,2,HOME,EDM,Player3,SNAP,48.3,16.5,43.9,22.1,0,0,0,5,5,0
2022,20356,2,AWAY,CAR,Player4,SNAP,14.6,-23.0,77.9,17.2,0,1,0,5,4,0
2022,20628,1,AWAY,COL,Player5,BACKHAND,74.8,12.7,19.0,41.8,0,0,0,5,5,0
2022,20796,1,HOME,PIT,Player6,WRIST,62.3,-14.4,30.4,28.3,0,0,0,5,5,0
2023,21150,1,AWAY,NYR,Player7,WRIST,70.8,28.6,33.9,57.4,0,0,0,5,5,0
2023,20756,2,AWAY,CAR,Player8,WRIST,84.7,1.6,4.6,19.9,0,0,0,5,5,0
2022,20457,3,AWAY,CAR,Player9,TIP-IN,72.9,-5.1,16.9,17.5,0,0,0,5,5,0
2022,20822,1,HOME,TOR,Player10,SLAP,71.3,20.4,27.0,49.1,0,0,0,5,5,0
2023,20200,1,AWAY,MTL,Player11,SLAP,83.7,-4.9,7.2,42.6,0,1,0,5,5,0
2023,20242,3,HOME,PIT,Player12,SLAP,77.1,-9.0,14.9,37.1,0,0,0,5,5,0
2022,20862,2,HOME,CAR,Player13,DEFLECTED,56.8,-28.1,42.7,41.1,0,0,0,5,5,0
2022,21285,1,HOME,EDM,Player14,WRIST,59.7,-5.0,29.8,9.6,0,0,0,5,5,0
2023,20490,3,AWAY,EDM,Player15,WRIST,81.8,-5.9,9.3,39.1,0,0,0,5,5,0
2022,20582,2,HOME,BOS,Player16,WRIST,84.5,-9.5,10.5,64.5,0,0,0,5,5,0
2023,20154,2,HOME,BOS,Player17,WRIST,73.9,-24.8,29.1,58.7,1,0,0,5,5,0
2023,20280,1,HOME,BOS,Player18,WRIST,85.4,6.4,7.3,61.0,1,0,0,5,5,0
2022,20451,3,HOME,EDM,Player19,WRIST,88.3,12.2,12.2,86.6,0,0,0,5,3,0
2023,20405,2,AWAY,PIT,Player20,SLAP,75.6,-14.8,20.0,47.9,0,0,0,4,5,0
2023,20183,3,AWAY,NYR,Player21,SLAP,63.9,-29.0,38.3,49.1,0,0,0,5,5,0
2022,21280,2,HOME,COL,Player22,TIP-IN,77.5,8.1,14.1,35.0,0,0,0,5,4,1
2023,20879,1,AWAY,TBL,Player23,WRIST,75.2,-10.9,17.6,38.3,0,0,0,5,4,0
2023,21091,1,HOME,CAR,Player24,WRIST,65.9,4.7,23.5,11.5,0,1,0,5,5,1
2023,20037,1,HOME,TOR,Player25,WRIST,75.5,8.2,15.8,31.3,0,0,0,5,5,1
2023,20186,1,AWAY,PIT,Player26,WRIST,71.1,2.7,18.1,8.7,0,0,0,5,4,0
2023,20916,3,HOME,TOR,Player27,SLAP,74.1,49.9,52.1,73.4,0,1,0,5,5,0
2023,20532,1,HOME,TBL,Player28,WRIST,42.1,28.9,55.1,31.7,0,0,0,5,5,0
2022,20326,1,AWAY,TOR,Player29,WRIST,67.4,17.5,27.8,39.0,0,0,0,3,5,0
2022,20144,2,AWAY,TOR,Player30,WRIST,63.7,7.2,26.3,15.8,0,0,0,5,5,0
2022,20149,2,AWAY,NYR,Player31,WRIST,68.1,14.6,25.4,34.9,0,0,1,5,5,0
2023,20500,1,HOME,CAR,Player32,DEFLECTED,45.1,-17.2,47.1,21.4,0,1,0,5,5,0
2023,20389,1,AWAY,MTL,Player33,WRIST,83.4,16.6,17.5,71.4,0,0,0,5,5,0
2022,20480,1,HOME,TBL,Player34,WRIST,65.9,32.7,40.0,54.7,0,0,0,5,5,0
2023,20201,3,AWAY,NYR,Player35,WRIST,75.5,33.0,35.7,67.8,0,0,0,5,5,0
2022,20110,2,AWAY,TBL,Player36,WRIST,68.4,-53.5,57.3,68.9,0,1,0,4,5,0
2023,21032,2,AWAY,CAR,Player37,WRIST,54.9,18.1,38.6,28.0,0,0,0,5,4,0
2023,21297,1,AWAY,PIT,Player38,SNAP,84.9,16.4,16.9,75.9,0,0,0,5,4,0
2022,20143,3,HOME,CAR,Player39,SNAP,65.8,15.5,27.9,33.8,0,0,0,5,5,0
2023,20327,2,HOME,CAR,Player40,WRIST,69.3,19.1,27.4,44.1,0,0,0,5,5,0
2023,21276,3,HOME,COL,Player41,TIP-IN,80.5,-8.0,11.7,43.1,0,0,0,5,5,0
2023,21137,1,HOME,COL,Player42,DEFLECTED,75.5,9.0,16.2,33.5,0,0,0,5,5,0
2023,20240,1,HOME,MTL,Player43,WRIST,80.3,2.7,9.1,17.4,0,1,0,5,5,0
2022,20580,2,HOME,TBL,Player44,TIP-IN,83.1,1.9,6.1,17.7,0,0,0,3,5,0
2023,21039,3,HOME,EDM,Player45,WRIST,70.8,26.2,31.9,55.2,0,0,0,5,5,0
2022,21295,1,AWAY,TBL,Player46,WRAP-AROUND,85.2,7.2,8.2,62.3,1,0,0,5,5,0
2022,20750,2,HOME,BOS,Player47,WRIST,76.8,20.5,23.8,59.3,0,0,0,5,5,0
2022,20029,2,AWAY,MTL,Player48,WRIST,85.1,12.9,13.5,73.1,0,0,0,5,5,0
2022,21236,2,AWAY,BOS,Player49,WRIST,52.1,15.6,40.0,23.0,0,1,0,5,5,0
2023,21151,3,AWAY,MTL,Player50,WRAP-AROUND,66.8,-16.4,27.6,36.6,0,0,0,5,5,0
2022,20788,3,AWAY,EDM,Player51,WRIST,61.1,4.4,28.2,8.9,0,1,0,6,5,0
2022,20370,2,AWAY,MTL,Player52,TIP-IN,63.7,-26.3,36.5,46.0,0,0,0,5,5,0
2022,21016,3,AWAY,MTL,Player53,WRIST,71.7,15.8,23.4,42.5,0,0,0,5,5,0
2023,20989,1,HOME,EDM,Player54,DEFLECTED,85.6,8.4,9.1,68.1,0,1,0,5,5,0
2022,21176,2,HOME,PIT,Player55,TIP-IN,84.9,21.8,22.2,79.4,0,0,0,5,5,0
2022,20776,2,AWAY,NYR,Player56,WRIST,75.7,24.7,28.0,61.8,0,1,0,5,5,0
2022,20033,3,HOME,PIT,Player57,WRIST,74.5,15.0,20.9,45.9,0,0,0,5,5,0
2023,20142,1,AWAY,TBL,Player58,SNAP,75.3,22.3,26.1,58.5,0,0,0,5,5,0
2023,21291,3,AWAY,TOR,Player59,WRIST,87.5,-8.2,8.4,80.0,0,1,0,5,5,0
2022,21013,2,AWAY,BOS,Player60,SNAP,78.7,23.2,25.4,66.0,0,0,0,5,5,0
2023,20994,3,AWAY,MTL,Player61,WRIST,20.3,14.6,70.2,12.0,0,0,0,5,5,0
2023,20223,3,HOME,CAR,Player62,WRIST,85.1,-10.5,11.2,69.3,0,0,0,5,5,0
2023,20276,2,AWAY,VGK,Player63,WRIST,78.8,5.3,11.5,27.4,0,0,0,5,5,0
2023,20707,2,AWAY,TBL,Player64,WRIST,60.6,-74.8,80.0,69.2,0,0,0,4,5,0
2022,21007,1,AWAY,MTL,Player65,TIP-IN,56.0,8.1,34.0,13.7,0,0,0,5,4,0
2023,21127,3,HOME,COL,Player66,WRIST,61.6,-54.3,60.8,63.2,0,0,0,5,5,0
2022,20677,3,HOME,NYR,Player67,SNAP,65.9,-38.6,45.0,59.1,0,0,0,5,5,0
2022,21268,3,AWAY,MTL,Player68,SLAP,82.1,1.0,7.0,8.7,0,1,0,5,5,0
2023,20015,1,AWAY,VGK,Player69,TIP-IN,78.8,-50.4,51.4,78.5,0,0,0,5,5,0
2022,20236,1,AWAY,CAR,Player70,SNAP,73.7,20.0,25.2,52.6,0,0,0,5,5,0
2023,20432,3,AWAY,NYR,Player71,WRIST,83.3,-11.7,13.0,63.8,0,0,0,4,5,0
2022,20739,2,HOME,MTL,Player72,WRIST,76.2,-30.3,32.9,67.1,0,0,0,5,5,0
2022,20622,3,AWAY,CAR,Player73,WRIST,62.6,8.2,27.7,17.3,0,0,0,5,5,0
2022,20078,3,AWAY,BOS,Player74,WRIST,74.8,26.4,30.0,61.8,0,0,0,5,5,0
2022,20148,2,HOME,EDM,Player75,DEFLECTED,81.7,-4.6,8.6,32.4,0,0,0,5,5,1
2023,21131,3,HOME,TOR,Player76,WRIST,49.0,-60.4,72.4,56.5,0,0,0,5,5,0
2023,20019,2,AWAY,BOS,Player77,SNAP,74.5,-13.5,19.8,43.0,0,0,0,5,4,0
2023,20763,3,AWAY,TOR,Player78,BACKHAND,60.9,-27.1,39.0,43.9,0,0,0,5,5,0
2022,20815,2,AWAY,TBL,Player79,WRIST,84.7,-3.5,5.5,39.4,0,0,0,5,5,0
2022,20425,3,AWAY,VGK,Player80,WRIST,82.6,-5.6,8.5,41.0,0,0,0,5,5,0
2023,20596,3,AWAY,PIT,Player81,SNAP,80.5,29.6,30.8,73.9,0,0,0,5,5,0
2022,20795,1,AWAY,CAR,Player82,WRIST,54.0,-8.0,35.9,12.8,0,0,0,5,5,0
2023,21091,3,HOME,NYR,Player83,WRIST,81.9,-11.5,13.5,58.4,0,0,0,5,5,0
2023,20534,3,HOME,NYR,Player84,WRIST,70.5,-28.7,34.1,57.2,0,0,0,5,5,0
2022,21209,3,AWAY,CAR,Player85,WRIST,84.6,12.8,13.5,71.0,0,1,0,5,5,0
2023,20726,3,HOME,NYR,Player86,WRIST,80.7,12.2,14.7,55.6,0,1,0,5,5,0
2022,21260,3,AWAY,BOS,Player87,SNAP,83.7,12.2,13.3,66.6,0,0,0,5,5,0
2022,21218,3,AWAY,COL,Player88,SLAP,84.5,8.9,10.0,63.2,0,0,0,5,5,0
2022,20968,3,AWAY,PIT,Player89,WRIST,83.9,-5.0,7.2,44.2,0,0,0,5,6,0
2023,20443,1,HOME,TBL,Player90,WRIST,73.1,16.0,22.6,45.0,0,0,0,5,5,0
2022,20029,2,AWAY,EDM,Player91,WRIST,63.3,31.9,41.0,51.1,0,0,0,5,5,0
2022,20418,3,HOME,VGK,Player92,WRIST,62.6,-19.9,33.1,37.0,1,1,0,5,5,0
2022,20943,3,HOME,EDM,Player93,WRIST,83.4,-75.4,75.6,85.7,0,1,0,5,5,0
2022,20628,1,HOME,EDM,Player94,WRIST,76.5,13.8,18.7,47.7,0,0,0,4,5,0
2022,20130,3,HOME,TBL,Player95,SNAP,86.4,27.6,27.8,84.6,0,0,0,5,5,0
2023,20369,1,HOME,VGK,Player96,SNAP,78.0,5.0,12.1,24.5,0,0,0,5,5,0
2023,20694,2,HOME,BOS,Player97,SNAP,84.7,-22.4,22.8,79.2,0,0,0,5,5,0
2023,20552,2,HOME,PIT,Player98,WRIST,78.9,-37.6,38.9,74.9,0,1,0,5,5,0
2023,20230,2,HOME,TOR,Player99,WRIST,63.9,-7.4,26.1,16.4,0,0,0,5,4,0
2022,20703,1,HOME,COL,Player100,WRIST,80.5,-7.7,11.4,42.3,0,0,0,5,5,0
2023,20469,2,AWAY,CAR,Player101,WRIST,87.7,-10.0,10.1,82.7,1,0,0,5,5,0
2022,20603,2,AWAY,EDM,Player102,WRIST,78.9,-9.9,14.1,44.2,0,0,0,5,6,0
2022,21130,1,HOME,NYR,Player103,SNAP,81.1,4.8,9.2,31.3,0,0,0,5,5,0
2023,20165,3,HOME,VGK,Player104,WRIST,80.7,-0.9,8.4,6.1,1,0,0,5,5,1
2023,21110,3,HOME,COL,Player105,SNAP,69.4,-14.0,24.1,35.5,0,0,0,5,5,0
2022,20105,1,HOME,CAR,Player106,SLAP,84.4,6.3,7.8,53.4,1,0,0,5,3,0
2023,20433,2,AWAY,BOS,Player107,WRAP-AROUND,78.9,6.3,11.9,32.1,0,0,0,6,4,0
2022,21012,3,AWAY,PIT,Player108,WRIST,75.0,24.0,27.8,59.8,0,0,0,5,5,0
2023,20759,3,HOME,EDM,Player109,BACKHAND,86.4,-3.7,4.5,54.4,0,0,0,5,5,0
2023,20412,1,HOME,NYR,Player110,WRIST,61.4,14.2,31.0,27.2,0,0,0,5,5,0
2023,21256,2,AWAY,PIT,Player111,WRIST,87.7,-9.7,9.8,82.5,0,1,0,4,5,0
